userName,content,score,at,appVersion
Anisa Roshanova,"dear gojek saya memesan gopood dr penjual saya chat pribadi sudah beres 30 menit sblumnya tp dr gojek masih konfirm resto menyiapkan makan, ahhh bahaya ini gojek mohon diperbaiki lagi trima kasih.",3,2025-03-29 14:56:50,5.14.2
Joel Simanjuntak,mantap,5,2025-03-29 14:51:30,5.14.2
golo moon,"hati hati di gopay sudah tidak aman sudah bnyak yang top. up ke gopay bank jago.. saldo malah masuk ke tabungan,saya 5jt sudah 5hari trus saja di proses. malah masuk ketabungan tapi saldo gak nambah.. Menghubungi servis gak ada.. jadi segera tinggalkan gopay sudah tidak aman dan tidak ada tempat pengaduan",1,2025-03-29 14:48:42,
kodir 999,"terimakasih gojek,jadi mudah kalau laper",5,2025-03-29 14:26:59,
Vinje Waruwu,"mahal sekali, apa dibebankan kepada pelanggan ya gara gara ngasih BHR ke mitranya, merugikan pelanggan.",1,2025-03-29 14:11:23,5.14.2
Reza Hermawan,sangat membantu,5,2025-03-29 14:05:17,5.15.1
Ryo Alvaro,sangat membantu,5,2025-03-29 13:53:18,5.14.2
Midi Cihuy,Sangat membantu sekali 👍🏼,5,2025-03-29 13:52:16,5.14.2
Amil Budi Jadi,mantap,5,2025-03-29 13:44:23,5.15.1
Suci Elfitri,"driver go food ga bisa di pantau jarak dan susah dihubungi, sering di ghosting driver lalu dicancel",3,2025-03-29 13:43:16,5.14.2
Sunardi Sunter,terima kasih,5,2025-03-29 13:42:21,5.14.2
Evan Oficial,Nice,5,2025-03-29 13:36:22,5.15.1
Fitri Asisa,"susah dapet driver,lama banget nggak bisa batalin pesanan lamaaa bangettttt",1,2025-03-29 13:25:31,5.15.1
Indra firmansyah,Alhamdulillah puas,5,2025-03-29 13:00:47,5.14.2
Ferlixd,bagus,5,2025-03-29 12:51:16,5.14.2
Bambang Ade saputra,memudahkan perjalanan saya terima kasih,4,2025-03-29 12:50:36,5.11.1
Betta Cimareme,recomended,5,2025-03-29 12:50:11,5.14.2
Ibu Apri,bagus,5,2025-03-29 12:49:52,5.15.1
Noor takamina48,Ok,5,2025-03-29 12:47:14,5.14.2
Suliiiaaah Liiaaah,kenapa aku ga bisa bisa masuk lagi .ternyata lupa pin,4,2025-03-29 12:45:23,
Ega Tri Mulyo,Sangat membantu,5,2025-03-29 12:43:53,5.15.1
Ida Ayu Made Widya Astiti,fitur untuk pesanan makanan yang masuk ke resto yang gak dibarengi driver yang pick up sangat merugikan. Baik bagi customers dan restoran. Bagaimana kalau makanan sudah dibuat tapi tidak ada driver yang bisa pick up? Bagaimana dengan customers yang sudah menunggu lama tapi asal dibatalkan dengan CS yang tidak menyelesaikan keluhan customers. Sangat tidak profesional.,1,2025-03-29 12:34:16,5.14.2
Putri Wulandari,"Tidak bisa memasukan alamat! Setiap mau nyari resto buat mesan selalu gak bisa ""tidak ditemukan""! udah aktifin lokasi masih aja gak bisa!!! yang dicari apa yang muncul malah yang lainnn!!! tolong diperbaiki!!!!",1,2025-03-29 12:29:31,
Yuli Fox,sudah uninstal,1,2025-03-29 12:27:31,5.14.2
fiana putri,"saya sudah menunggu 3 jam resto solaria untuk buka puasa, tetapi malah dibatalkan oleh restonya tanpa konfirmasi saya, adik saya sampai nangis, kami sakit hati, sangat kecewa, TOLOL! perbaiki lagi dong, jangan buat banyak orang gak nyaman, mikir!!!!!!!!!!! , aplikasi nya juga suka lag !!!!!!!!!!!",1,2025-03-29 12:17:23,
Luthfiy Al-Fithriy,bagus,5,2025-03-29 12:16:28,5.14.2
Ahmad R0bert,mantap akurat,5,2025-03-29 12:10:05,5.14.2
Gee “CAPS” Hans,Membantu sekali,5,2025-03-29 12:05:51,5.16.1
Sri Purwati,aplikasi yang membantu,5,2025-03-29 11:59:35,5.13.1
MJ HERU MARWANTO IR JAKARTA,Ok,5,2025-03-29 11:52:20,5.14.2
Alexander Tobias K,kalau dari resto bisa menyelesaikan lebih cepat kenapa pengirimkan harus ditunda? giliran cari driver lama sampai melebihi batas estimasi,1,2025-03-29 11:47:21,5.14.2
rudy kaje,good tecnology,5,2025-03-29 11:39:04,5.14.2
Husnul Khotimah,"tadi saya pesan Solaria untuk buka puasa,sudah nunggu 3 jam kenapa dari sana dibatalkan? kenapa tidak konfirmasi ke kita terlebih dahulu? TOLOL !!",1,2025-03-29 11:38:30,5.14.2
teddy octa,Mahal banget sekarang ya,1,2025-03-29 11:31:10,5.15.1
Ficky Seprizal,mantap,5,2025-03-29 11:27:16,5.14.2
Agus Sucipto,mantap gercep,5,2025-03-29 11:22:51,
BB Pro,gilaakkk op nih aplikasi buat ngambil duit dkl,5,2025-03-29 11:11:32,5.14.2
putu januraga,Sungguh kasian Para Driver. Sampai detik ini masih juga ada potongan kpd driver. lebih dari 20% kadang sampai 23% sd 27% untuk satu dua orderan. Biaya layanan+biaya jasa aplikasi masih lebih besar ketimbang pendapatan bersih driver 👎 kasian driver2 dengan resiko di jalan dan dan juga biaya perawatan motor mereka. Semoga pihak kantor bisa lebih bijak dan lebih memanusiakan para driver 🙏,1,2025-03-29 11:09:52,5.7.2
la gondrong jusnar,"700rb bisa raib hanya karena otp gopay,bahkan tampa nulis nominal😭",1,2025-03-29 11:07:16,5.14.2
Vanns FU Keramat,gak jelas ni app baru juga install udah ke baned aja,5,2025-03-29 11:06:00,5.14.2
Adis Setya,sesuai dgn motto,5,2025-03-29 11:03:23,5.14.2
Alif Hebat,penjemputan ny terlalu jauh,4,2025-03-29 11:02:37,5.14.2
Landonk 58,mantap,5,2025-03-29 11:00:48,5.14.2
The fool's 0,"mungkin untuk gofood bisa di perbaiki lagi, saya menunggu lama lebih 1 jam, nggak bisa di batalkan. pesanan saya kalau cuma 100k an aja oke lah, ini 400k nungguin 1 jam lebih uang itu bos, bukan daun",1,2025-03-29 10:57:52,5.14.2
Septio Ferdianto,"Sering dapet driver gofood yg tiba2 cancel, trus butuh waktu lama buat dapet driver baru. Udah pesen 1 jam sebelum buka puasa, restoran juga deket, tapi telat gara2 kelamaan nyari driver baru. 😕👎",1,2025-03-29 10:56:16,5.14.2
Nazsmy 23,mantap is the best pokoknya,5,2025-03-29 10:49:21,5.14.2
Yohana Sugianti,terimakasih gojek maaf baru pertama belanja online senang dapet promo sukses selalu buat tokonya Amanah 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😘😘😘😘😘😘😘,5,2025-03-29 10:39:49,5.14.2
Pengguna Google,selama pakay aplikasi ini alhamdullilah masih aman2 aja.. semoga selmany gda kendala maacih,5,2025-03-29 10:18:08,5.14.2
Azriel tv,ntap,5,2025-03-29 10:13:19,
Jacky Ita,"ini layanan ojol paling aneh,mau login ajah pakai verifikasi wajah sudah gitu gagal melulu lagi sampah bgt aplikasinya",1,2025-03-29 10:12:09,
Nisa Adhenia Naura,nunggu satu jam batal????,1,2025-03-29 10:09:36,5.14.2
Globe Heart,ok,5,2025-03-29 10:09:05,
ʜᴇʀᴡɪɴ Erwin,sangat 🅑🅐🅖🅤🅢,5,2025-03-29 10:08:30,
Dwi Aulia Fauzi,Tambah promonya,5,2025-03-29 10:02:35,5.14.2
willy Mm,driver sibuk Mulu pas mau mesan dari kemarin,3,2025-03-29 09:58:16,
Yatno,aplikasi ojol recommended,5,2025-03-29 09:35:52,5.14.2
Feri Hermawan,keren,5,2025-03-29 09:30:18,5.14.2
Ivan Betung,kenapa mudah ngelag padahal paket masih bnyak dan sinyal pun kuat kenapa sering ngelag,1,2025-03-29 09:29:16,5.14.2
Azhar Abiyu Adly,saya uda bayar pinjaman .. tapii tidak kepotong sisa pinjaman saya!!! tolong bales!!,3,2025-03-29 09:25:22,
GP Pro,Kecewa Dengan Cara Penagihan Gopinjam. Baru Telat Sehari Krn Lupa Aja Udh Di Wa Intimidasi. Liat Dong Riwayat Sebelumnya Sama sejali gak pernah telat. jika pun ada pengingat pake cara yg bijak jangan seolah mengancam.,1,2025-03-29 09:17:50,5.15.1
Fitriani Fitriani,"kantor gapernah ada perbaikan maunya dapet uang uang dan uang aja,masak tiap hujan susah sekali cari armada heran dari dulu gitu terus",2,2025-03-29 09:15:31,5.15.1
Numba Four,good,5,2025-03-29 09:11:19,
zaza,"makin hari makin aneh, gada promo",4,2025-03-29 09:01:12,5.14.2
Setiawan Dedi,oke,5,2025-03-29 08:56:02,5.14.2
Sulis Marni,ada di mana2,5,2025-03-29 08:55:17,
Haji Tajir (Imam Al Mahdi),Manntapppp 👍👍👍,5,2025-03-29 08:55:07,
Nur Khafid,ok,5,2025-03-29 08:49:20,5.14.2
Nenda 77,terbaikkk,5,2025-03-29 08:48:25,5.14.2
didik kurniawan,aplikasi yg sangat membantu,5,2025-03-29 08:47:51,5.13.1
Sony Berlinda,alkhamdulillah,5,2025-03-29 08:40:03,5.12.1
Gilang Akbar,apanya yang jaminan saldo kembali saldo saya berkurang otomatis udh 2x pas report cs bukanya saldo kembali malah akun saya diblokir huftt nyesel up ke gopay plus+nyimpen uang di gojek,1,2025-03-29 08:35:18,5.15.1
Eva Rusdiana Dewi,tak susah mau makan,5,2025-03-29 08:34:57,5.14.2
Aliyah Nur Rohmah,"udah jarang ada voucher yg tanpa syarat, kebanyakan syarat sekarang",5,2025-03-29 08:24:34,5.6.1
Nurha Yati,mantap sampai tujuan cepet,5,2025-03-29 08:08:34,5.15.1
dj prianka,ok,5,2025-03-29 08:02:36,5.13.1
Leo Nardo,cuman ga ada voucher gofood,1,2025-03-29 07:59:16,4.93.1
arif genos cyborg,mantap,5,2025-03-29 07:57:35,5.15.1
Fitri,Sangat membantu 👍👍good job,5,2025-03-29 07:55:43,5.12.1
Kciput Noga,"sip mantaf, mempermudah kesibukan",5,2025-03-29 07:55:15,
Benediktus Beleng,sangat membantu saya,5,2025-03-29 07:55:12,5.11.1
andri wiryawan,"sudah terlanjur isi gopay tpi susah dapat driver, beralih ke grab lebih mudah dapat driver",1,2025-03-29 07:54:38,5.14.2
lussy irianatama,sejak 2015 setia sama gojek 🥰🥰🥰,5,2025-03-29 07:37:28,5.14.2
Mochamad Wildan,al the best gojekk,5,2025-03-29 07:30:29,5.14.2
Dian Alih,aplikasi gojek lebih cepat menanggapi kendala susah login karna verfikasi wajah gagal dibanding aplikasi gopay. terimakasih bantuannya!,5,2025-03-29 07:30:04,5.14.2
Nuna Yu,Oke,5,2025-03-29 07:23:05,5.15.1
Silva Muhammad,susah kalau nomor udh ga aktif lagi,1,2025-03-29 07:11:40,
Yulisa Lisa,pokok nya membantu bnget..,5,2025-03-29 07:10:25,5.13.1
Sri Rahmawati,bagus,5,2025-03-29 07:10:02,4.96.2
Susan 02,mantap,5,2025-03-29 07:06:03,5.15.1
Melda Irayanti,excellent,5,2025-03-29 07:05:44,5.13.1
Agustina Kristiani,suka dan mudah bngttttt,5,2025-03-29 06:55:18,5.15.1
ƔЄԼƛƝƖЄ ƦƓƦ,ok aje,5,2025-03-29 06:53:25,5.15.1
Farid Za,Teebaik,5,2025-03-29 06:48:24,
suti purwanti,baik dan komunikatif,5,2025-03-29 06:48:15,5.14.2
hanung tolle,top upku gak masuk masuk,5,2025-03-29 06:48:14,5.14.2
Syaiful vivo,luar biasa.,5,2025-03-29 06:25:10,5.15.1
Yudi Bravo,cepat bagus,5,2025-03-29 06:22:37,5.12.1
Mochamad Nurfiatman Surip,keren,5,2025-03-29 06:18:50,
Rahmah Sy,"aplikasi apa ini sangat buruk, KEJAM . banyak sekali pemotongan, penghasilan dipotong 100% ditambah biaya admin, BAGI INSTANSI TERKAIT tolong perhatiannya bagi perusahaan gojek gofood jangan memeras/menyiksa mitra penjualnya sendiri sementara hanya kalian yang diuntungkan,kami bagi mitra kecil yang baru memulai usaha kecil kecilan bukan nya untung tetapi malah sangat merugikan pihak seluruh mitra kecil lainnya",1,2025-03-29 06:17:41,
Riswanto Sodrun,matap,5,2025-03-29 06:16:57,5.9.1
Redha Ayuningtyas,Selalu bisa diandalkan,5,2025-03-29 06:08:40,5.14.2
Ningsih,tolong di perbaiki drivernya karena ga ada mau ngambil kalo pesennya 2 titik antar.. kalo ga ada driver yg mau kenapa ada fitur 2 titik antar? udah dapat driver tapi malah di cancel kan ga sopan,1,2025-03-29 06:03:41,5.15.1
Imam Abidin,👍,5,2025-03-29 06:00:54,5.14.2
Mh Widya,"murah, nyaman",5,2025-03-29 05:57:57,5.6.1
Rivan CT,pelayanan gofood jelek...masih banyak resto yang sering terlambat tapi masih dibiarin..kalo resto rame ga masalah ini resto sepi dibeli dagangannya malah telat ... ga niat buat banned resto yang nakal??!!!!,1,2025-03-29 05:54:59,
Agus Suonedono,memuaskan dan mantab,5,2025-03-29 05:50:49,5.15.1
Kiky Wijaya,mantab,4,2025-03-29 05:47:15,5.14.2
ulee yulianingsih,ok,5,2025-03-29 05:37:13,5.14.2
Bagus Ganjar Satria Permana,djousssss,5,2025-03-29 05:36:12,5.14.2
Amir Faisol,👌,5,2025-03-29 05:35:00,5.14.2
Herliana Herliana,sangat memuaskn,5,2025-03-29 05:25:46,5.14.2
Reyy Mentos,mantap,5,2025-03-29 05:22:57,5.14.2
rizki yulian,good,5,2025-03-29 05:19:03,
Ismatul Sihab,knapa gojeg kagak bisa di buka y,3,2025-03-29 05:17:33,4.87.3
Tahtim Maulana Sakti Gultom,cepat tepat tanggap,5,2025-03-29 05:05:35,5.14.2
Dasri Ariyanto,Solusi yang tidak punya kendaraan,5,2025-03-29 04:57:50,
Octavianus Dony06,"cepat, aman ,nyaman",5,2025-03-29 04:50:32,5.14.2
Maman Utama,terimakasih gojek sangat membantu saya ketika bepergian ataupun pengiriman barang,5,2025-03-29 04:49:05,5.15.1
Via,"Thanks bgt buat apk gojek, udh nemenin 3 tahun gue kemanapun gue mau pergi. Tambah selalu dptin driver yg super duper baik. Kadang ya adalah 1 atau 2 yg rese, tp lbh byk dpt yg humble",5,2025-03-29 04:42:22,5.16.1
Usie 21,Paling ok👍👍,5,2025-03-29 04:40:55,
Razeta Nasha,Menyala,5,2025-03-29 04:27:00,5.14.2
rafif,"KACAU, GOPAY SAYA DIBLOKIR",1,2025-03-29 04:23:50,5.15.1
agus hikmawan,jos,5,2025-03-29 04:09:44,
Fais Marlistion,mantap jiwa top markotop 👍,5,2025-03-29 04:08:20,5.14.2
Sherly Selviana,cepat akurat,5,2025-03-29 04:00:54,5.14.2
Pa Brata,gokil,5,2025-03-29 03:52:08,5.14.2
1A_ Olinda devi Suciyanti,"peta lokasi tidak kelihatan jelas, dulu sangat jelas",3,2025-03-29 03:42:31,4.81.1
Alex Njo,sangat membantu,5,2025-03-29 03:26:57,5.16.1
Ida ayuanggreni,"Driver ramah, santun.",5,2025-03-29 03:20:48,5.14.2
Mariani Ginting,abang driver nya baik banget,5,2025-03-29 02:46:37,5.14.2
isdi yanto,membantu,5,2025-03-29 02:28:24,5.14.2
Dwi Kurniawan,aplikasi sangat membantu kl lapaaaar,5,2025-03-29 02:25:55,5.14.2
Henda Lasee,Bagus,5,2025-03-29 02:01:07,5.15.1
Rolan Atorida,sangat membantu,5,2025-03-29 02:00:21,5.14.2
agus bintoro,good,5,2025-03-29 01:53:27,5.14.2
Debora Fitri,"aplikasi nya sangat baik,gampang untuk di gunakan,tidak perlu susah susah ngekirim lokasi langsung tau titik jemputnya,semoga semakin baik dan bermanfaat lagi aplikasi gojek nya",5,2025-03-29 01:35:58,
Benedictus Pakpahan,mantab,5,2025-03-29 01:35:13,
Dining Prameswari,bermanfaat,5,2025-03-29 01:28:11,5.15.1
shaqi shaqinah,malas pakai gopay padahal pengguna lama tapi selalu ditolak buat gopay pinjam gopay letter.,1,2025-03-29 01:15:42,5.14.2
Ragil Aja,keseringan update. tolong jangan update terus kalau ga ada yang penting penting,4,2025-03-29 01:03:16,5.14.2
Lara Atiiie,thx gomart beras murahnya,5,2025-03-29 00:59:05,
Solekhan,sangat membantu,5,2025-03-29 00:58:41,5.14.2
Biu Tang,baik,5,2025-03-29 00:57:02,5.14.2
Nonei Yani,sangat membantu jika tidak ada transportasi umum,5,2025-03-29 00:56:12,5.14.2
Rangga Rangga,sangat membantu dan memudahkan saya saat sedang mager anjay,5,2025-03-29 00:36:33,5.9.1
mecky tann,terimakasih atas layanannya yang bermanfaat. suskes selalu.amin.,5,2025-03-29 00:17:11,5.14.2
Errid Errid,bagus,5,2025-03-29 00:09:04,5.0.1
Kang Diman channel,"sangat membantu banget ada aplikasi gojek ini.dan tarip pun merakyat bangeeet.dengan kondisi uang pas pasan,tp adanya aplikasi gojek ini pasti cukup..",5,2025-03-28 23:58:46,5.14.2
Adelia Faranisa azni,estimasi penjemputan selalu gajelas,1,2025-03-28 23:37:25,
azizu alganio,pokoknya ok deh,5,2025-03-28 23:31:11,5.14.2
Mekarsari 02,josss,5,2025-03-28 23:30:42,
wonk pordjo,padahal udah masuk kode otp..tapi nomer pin salah mulu.. di email pengaduan tidak ada solusi,1,2025-03-28 23:03:39,5.14.2
Arip Zaenul Pajar,tarif ongkir termahal dari semua App,2,2025-03-28 21:24:43,5.16.1
subaeni sudarmo,cukup membantu..terimakasih👌,4,2025-03-28 21:17:10,5.14.2
Saradila Fira,bagus,5,2025-03-28 21:12:09,
Mita Septiani,"Gak bisa hibungi CS langsing, ngechat malah bot yg bales. Malesin, bikin emosi",1,2025-03-28 20:58:16,
Doni Damara,order food selalu cansel. kalo kaga siap narik jngn om aplikasi,1,2025-03-28 20:56:32,5.15.1
Kisah Cinta,tepat waktu,5,2025-03-28 20:48:09,
Eef Effendy,good app,5,2025-03-28 20:40:06,
Dini Fajar,Terima kasih banyak,5,2025-03-28 20:16:42,5.14.2
Danu Rizki,"parahh.. benar benar parah.. saat orang ingin ibadah sahur, pesan dari jam 1.27, gak dapat juga, malah dibilang telat krn rame, padahal tanya ke driver blm disiapin.. parah.. RUGI PAKE GO-FOOD, MENDING GRAB ATAU SHOPEE FOOD.. PANTES RATING NYA ANJLOK.. PELAYANAN NYA BOBROK.. GO-FOOD PARAH",1,2025-03-28 20:15:11,5.14.2
Eri Wahyu Wining Ngati,"Di ksh pinjam di Gopay Pinjam, alhamdulillah lancar. Dan pas cicilan terakhir di byr sblum waktu jatuh tempo, tp malah setelah itu ga bisa pinjam lg. Aneh tp nyata.. Pdhl kita bayar sebelum jatuh tempo itu krn mmg ada uang. Trus di ksh waktu sampe tgl 17 Maret 2024, nah pas coba ke 2x ternyata lgs di blokir lg malahan sampe Juni. Lucu deh, kita bayar lancar malah ga di beri pinjaman lagi. Cocok deh klw bintang 1. Trus Gopay later bilang dta saya tdk bisa di verifikasi, trus knp aku bisa pinjam?",1,2025-03-28 20:03:54,5.14.2
Zikri Oppo,ok,5,2025-03-28 20:02:41,5.14.2
heri saputra,mengapa cabang di Aceh selatan tidak ada?,1,2025-03-28 19:56:26,5.14.2
risqi alfarisi,"menuduh sembarangan, dikiranya kita orang bodoh yang mudah diperas ,jelas jelas uang yg sy gunakan untuk membayar 50rb dan saya sudah menerima uang kembalian dari 50rb tsb ,ehh tbtb dia balik lagi ke saya nuduh saya memberikan uang 100rb sobek, jgn nakal jd wong ,kau belum tau rasonyo dihisap darah kau kan",1,2025-03-28 19:52:07,5.6.1
Hikman Hikman,sangat membantu sekali.terima kasih,5,2025-03-28 19:39:04,4.77.1
Willyanto Syaban,harus di perbarui lagi ini masa orang mau topup ga bisa mana beli buat saur lgi seharusnya ada pembaharuan ini ga masuk masuk parah si dan ga masuk sedangkan saldo udh kepotong pardsh bgt,1,2025-03-28 19:36:38,4.43.3
Dwi Kurniawan,Bagus,5,2025-03-28 19:36:04,5.14.2
boba king,pembelian gofood tidak bisa dibatalkan pdhl udah telat 1 jam perlu ada evaluasi seharusnya ada minim keterlambatan sebagai konsumen kita juga berhak meminta ketepatan waktu,1,2025-03-28 19:31:39,
Putra Putra,"aplikasi tolol, masak saya mau buka akun saya sendiri gak bisa",1,2025-03-28 18:59:39,5.14.2
Tengku Akmal Viqri,"cs tdk ada solusi dalam mengatasi masalah, terburukk",1,2025-03-28 18:43:14,5.14.2
Muhammad Nurdin,ora urus su,1,2025-03-28 18:35:14,
Satrio Kuncoro Nugroho,"MENDING HAPUS ITU GOCAR HEMAT / GO RIDE HEMAT... PROGRAM TIDAK GUNA ! KASIHAN DRIVERNYA ! BELI PERTALITE GA ADA DISKON, GA ADA KATA HEMAT !",1,2025-03-28 18:17:19,5.6.1
Muhammad Hasby,kegedean buat aplikasi buat driver nya kurang,4,2025-03-28 17:56:01,5.14.2
Agung Prayoga,"ga pemerintah ga pemilik gojek udh kek kon, maksa banget,",1,2025-03-28 17:50:00,
Almer Arkan,Gakjelas orang mau batalin pesanan baru bbrp detik udh gabisa org kepencet salah alamat di persusah untuk batalin,1,2025-03-28 17:44:14,5.14.2
Arsenio Gavriel,pencarian driver gofood tidak memuaskan tolong di perbaiki,1,2025-03-28 17:23:30,
Angga aziz Saputra,"mohon cs di bantu permasalahan gopay pinjam dan playleter saya blm juga tersedia .. mohon di bantu permasalahan saya supaya saya bisa menggunakan playleter dan gopinjam segera terimakasih cs, saya kasih bintang 🌟🌟🌟🌟🌟 ..ok",5,2025-03-28 17:09:16,5.14.2
Dika Permadi,"aplikasinya nggk kompeten sekarang, masa penumpang disuruh nunggu driver yang posisinya jauh dari titik penjemputan",1,2025-03-28 17:04:20,
MHA TV,sofar sogood,5,2025-03-28 17:01:50,5.9.1
imam firmansyah,oke,5,2025-03-28 16:53:35,5.4.1
widya asri,berkali2 pesan gk bsa sampek resto nya tutup tapi tetap gk terbatal kan,1,2025-03-28 16:52:56,5.14.2
Genesya Tian,gofood nya mhl mhl,1,2025-03-28 16:51:53,5.14.2
5_Arfa adnandika Ramadhan,gopay saya hilanggg gimana inii,5,2025-03-28 16:50:06,
zulmahdi,mantap,5,2025-03-28 16:44:50,5.14.2
arief budianto,baguss,5,2025-03-28 16:32:43,5.14.2
Bambang Suhendra,di perbuaiki apgrede nya biar ngak ditolak terus menerus,5,2025-03-28 16:32:08,5.14.2
Rezzqy Firdhaus,terbaik,5,2025-03-28 16:22:35,5.14.2
sarkowi anang,sangat ramah drivernya,5,2025-03-28 16:06:36,5.14.2
rahma cahyaknsh,GOODDD,5,2025-03-28 16:04:00,5.14.2
Dwi Susilowati1996,menyenangkan,5,2025-03-28 15:59:40,
irwan akmal,mantap,5,2025-03-28 15:44:46,
elly rahmawati,"driver sibuk driver sibuk, giliran udah dapat driver dibatalin ga mau ngambil, sumpah kesel banget, coba apk buat driver ga ada yg buat pilih² pesanan",1,2025-03-28 15:29:06,
Hasan Fauzi,bsgud,5,2025-03-28 15:28:54,5.14.2
Mulia Raja,baik,5,2025-03-28 15:22:56,5.14.2
Shaqila Aulia Kirana,MUANTAPP,5,2025-03-28 15:11:55,5.14.2
Dicky Riyanto,udah lama nunggu 1 jam lebih gak dapat drivernya. pembatalan pembelian gofood secara sepihak dari pihak gojek tanpa ada konfirmasi. bikin emosi!!,1,2025-03-28 15:08:50,
Suryani Yani,matap,5,2025-03-28 15:06:07,5.14.2
Riyanandyy,terlalu lama untuk mendapatkan driver untuk makanan sampek nunggu 2 jam lebih dari waktu yang di tetapkan dan tidak bisa di Cancel,1,2025-03-28 15:05:41,5.15.1
Eka Sumpono,semoga ongkirnya lebih murah. karena harga produk (gofood) sudah lebih tinggi dibanding harga d toko. harapannya agar ongkirnya lebih terjangkau. dan kasih banyak promo seperti aplikasi ojek online pesaing,3,2025-03-28 15:04:31,
Siva Siva Zahara,bagusss,5,2025-03-28 15:02:34,5.16.1
joko ana,banyak cancel nya aplikasi kurang bagus,1,2025-03-28 15:00:03,5.14.2
